iter	Logloss
434	0.0005414982087
435	0.0005414952822
436	0.0005414917633
437	0.0005385260821
438	0.0005385243934
439	0.0005374107134
440	0.0005374076984
441	0.0005374047542
442	0.0005356822362
443	0.0005356789383
444	0.0005356788676
445	0.0005356826871
446	0.0005356785935
447	0.000535675782
448	0.0005356758969
449	0.0005356730146
450	0.0005356729615
451	0.0005356670554
452	0.0005356592661
453	0.0005356623341
454	0.0005356548032
455	0.0005356513727
456	0.0005345935956
457	0.0005316626741
458	0.0005316639208
459	0.0005275418177
460	0.0005275378214
461	0.0005256035723
462	0.0005223990836
463	0.000522390976
464	0.0005223938317
465	0.0005223880902
466	0.0005221776052
467	0.0005221750942
468	0.0005200686972
469	0.0005172710069
470	0.000513896771
471	0.0005122487435
472	0.0005116084301
473	0.0005096249041
474	0.0005070859502
475	0.0005070881517
476	0.0005070832413
477	0.0005070794252
478	0.0005070691126
479	0.0005069089375
480	0.0005069089375
481	0.000505154599
482	0.0005024708362
483	0.0005024715701
484	0.0005024705268
485	0.0005024705268
486	0.000499622164
487	0.000499621554
488	0.0004972212612
489	0.0004948187845
490	0.0004948177942
491	0.0004921633048
492	0.0004898312659
493	0.0004898287883
494	0.0004898295418
495	0.0004898295418
496	0.0004898295418
497	0.0004898286665
498	0.0004898286665
499	0.0004898286665
500	0.0004898286665
501	0.0004898237629
502	0.0004879167932
503	0.000487912956
504	0.0004879119392
505	0.0004879050341
506	0.0004879061304
507	0.0004879062719
508	0.000487905096
509	0.0004877579103
510	0.0004877585646
511	0.0004877547804
512	0.0004877539493
513	0.0004877522253
514	0.0004877507929
515	0.0004860424103
516	0.0004845293501
517	0.0004845272404
518	0.0004845286108
519	0.0004845289557
520	0.0004845243051
521	0.0004845235005
522	0.0004845235005
523	0.0004844221421
524	0.0004826778605
525	0.0004826833245
526	0.0004826697549
527	0.0004826695604
528	0.0004826670121
529	0.0004811018018
530	0.000478567108
531	0.0004785666836
532	0.0004785620684
533	0.0004785642876
534	0.0004785664891
535	0.0004785660028
536	0.0004785673379
537	0.0004785645263
538	0.0004785655254
539	0.0004785655254
540	0.0004785651982
541	0.0004785660382
542	0.0004784128016
543	0.0004784116964
544	0.0004784115903
545	0.0004784128546
546	0.0004782785353
547	0.0004781843065
548	0.0004780906701
549	0.0004745639723
550	0.0004745687643
551	0.0004745643028
552	0.0004745652223
553	0.0004745668104
554	0.0004726429791
555	0.0004699633822
556	0.0004699624361
557	0.0004699628782
558	0.0004699625069
559	0.0004699617907
560	0.0004699641956
561	0.0004699664678
562	0.000469959987
563	0.000469960323
564	0.0004699606767
565	0.0004699577889
566	0.0004699577447
567	0.0004699527813
568	0.0004699550889
569	0.0004699539783
570	0.0004699552338
571	0.0004699515081
572	0.0004699527405
573	0.0004699519325
574	0.0004699500493
575	0.0004699507654
576	0.0004680719189
577	0.000466266778
578	0.0004662662971
579	0.0004662662971
580	0.0004662627517
581	0.0004642694071
582	0.0004642628236
583	0.0004642628236
584	0.0004642638723
585	0.0004632117423
586	0.0004632032545
587	0.0004631987896
588	0.0004632067911
589	0.0004632007435
590	0.0004631998029
591	0.0004631961194
592	0.0004631953944
593	0.0004631973661
594	0.000463195978
595	0.0004631955624
596	0.0004631948993
597	0.0004631920789
598	0.0004631830749
599	0.0004631857396
600	0.000463182981
601	0.0004631835823
602	0.0004631809121
603	0.0004631823887
604	0.0004631779768
605	0.0004631744225
606	0.0004631749265
607	0.0004631708329
608	0.000463170382
609	0.0004631703997
610	0.0004631674731
611	0.0004631674112
612	0.000463168932
613	0.0004631634061
614	0.0004631633
615	0.0004631630259
616	0.0004631584107
617	0.000463157385
618	0.0004631534329
619	0.0004631544742
620	0.0004631536873
621	0.0004631536873
622	0.0004630507021
623	0.0004630496146
624	0.0004630495792
625	0.0004630487039
626	0.0004630473865
627	0.0004630465201
628	0.0004630466438
629	0.000463048085
630	0.000463043567
631	0.0004630423469
632	0.0004630454768
633	0.0004630435317
634	0.0004630434609
635	0.0004630434167
636	0.0004630452115
637	0.0004630425237
638	0.0004630480938
639	0.0004630413301
640	0.0004630435228
641	0.0004630444246
642	0.0004630399685
643	0.0004630399685
644	0.0004630414362
645	0.0004630409234
646	0.0004630402195
647	0.0004630399278
648	0.0004630397067
649	0.0004630397863
650	0.0004630378854
651	0.0004630386988
652	0.0004630405555
653	0.0004630367095
654	0.000463037378
655	0.0004630340006
656	0.0004628958087
657	0.0004628951789
658	0.0004628866735
659	0.0004628873808
660	0.000462885586
661	0.000462885586
662	0.0004628853384
663	0.0004628858689
664	0.0004628843128
665	0.0004628809619
666	0.0004628785482
667	0.000462875489
668	0.000462873146
669	0.0004628725482
670	0.0004628659702
671	0.000462868658
672	0.0004628678181
673	0.0004599816146
674	0.00045897296
675	0.0004589707496
676	0.0004589718902
677	0.0004589670008
678	0.0004589645606
679	0.0004572925573
680	0.0004572944847
681	0.0004572950859
682	0.0004572915051
683	0.000457289728
684	0.0004572885698
685	0.0004572850951
686	0.0004572844585
687	0.0004572864743
688	0.0004572828759
689	0.0004572844762
690	0.0004572858024
691	0.0004572855283
692	0.000457280639
693	0.0004572813286
694	0.0004572794896
695	0.0004572799494
696	0.0004572776506
697	0.0004572818061
698	0.0004572780219
699	0.0004572789591
700	0.000457279357
701	0.0004572811076
702	0.0004572771997
703	0.0004572770317
704	0.0004572783756
705	0.0004572751838
706	0.0004572749009
707	0.0004572753076
708	0.000457274892
709	0.0004572738222
710	0.0004572708957
711	0.0004572718771
712	0.0004572709576
713	0.000457268314
714	0.0004572700823
715	0.0004572693219
716	0.0004572726463
717	0.0004572702591
718	0.0004572698613
719	0.0004572711079
720	0.0004572732122
721	0.0004572730353
722	0.0004525978953
723	0.0004524677403
724	0.0004524677403
725	0.0004524677403
726	0.0004524647607
727	0.0004524647607
728	0.0004524647607
729	0.0004524647607
730	0.0004524619757
731	0.0004524619757
732	0.0004524619757
733	0.0004524605876
734	0.0004524605876
735	0.0004524627803
736	0.0004524594117
737	0.0004524594117
738	0.0004524594117
739	0.0004524594117
740	0.0004524594117
741	0.00045245454
742	0.00045245454
743	0.0004524563614
744	0.0004524567892
745	0.0004524546638
746	0.0004524537266
747	0.0004524537266
748	0.0004524524446
749	0.0004524524181
750	0.0004524517761
751	0.0004524487788
752	0.000452444641
753	0.000452444641
754	0.000452444641
755	0.000452444641
756	0.000452444641
757	0.000452444641
758	0.000452444641
759	0.000452444641
760	0.000452444641
761	0.000452444641
762	0.000452444641
763	0.000452444641
764	0.0004524482483
765	0.0004524472758
766	0.0004524469928
767	0.0004524462291
768	0.0004524462291
769	0.0004524474315
770	0.0004524434352
771	0.0004524457143
772	0.0004524439283
773	0.0004524430441
774	0.0004524443173
775	0.0004524419478
776	0.000452442549
777	0.0004524441228
778	0.0004524444676
779	0.0004524407807
780	0.0004524398612
781	0.0004524388356
782	0.0004524416118
783	0.0004524406923
784	0.0004524398877
785	0.0004524400469
786	0.0004524372441
787	0.0004524360329
788	0.0004524392335
789	0.0004524334865
790	0.0004524371646
791	0.0004524386411
792	0.0004524368551
793	0.0004524335838
794	0.0004524341496
795	0.0004524319127
796	0.0004524334954
797	0.0004524318543
798	0.0004524302186
799	0.000452432986
800	0.000452432986
801	0.000452432986
802	0.0004524279464
803	0.0004524304131
804	0.0004524221994
805	0.0004524274689
806	0.0004524266732
807	0.0004524289896
808	0.0004524287332
809	0.0004524272125
810	0.0004524220226
811	0.0004524247723
812	0.0004524227299
813	0.0004524250994
814	0.0004524210058
815	0.0004524234937
816	0.0004524232019
817	0.0004524218668
818	0.0004524217784
819	0.0004524221586
820	0.0004524221586
821	0.0004524221586
822	0.0004524221586
823	0.0004524221586
824	0.0004524203019
825	0.0004524224504
826	0.0004524202135
827	0.0004524212391
828	0.0004524194089
829	0.0004524196953
830	0.0004524204026
831	0.0004524173611
832	0.0004524162117
833	0.0004524152657
834	0.00045241447
835	0.00045241447
836	0.00045241447
837	0.0004524158812
838	0.0004524148202
839	0.0004524181181
840	0.0004524143428
841	0.0004524143428
842	0.0004524143428
843	0.0004524148025
844	0.0004524163144
845	0.0004524141925
846	0.0004524141925
847	0.0004524141925
848	0.0004524133383
849	0.0004524133383
850	0.0004524133383
851	0.0004524133383
852	0.0004524147264
853	0.0004524135858
854	0.000452410898
855	0.0004524137184
856	0.0004524118175
857	0.0004524104913
858	0.0004524133206
859	0.0004524128397
860	0.0004524124949
861	0.0004524118053
862	0.0004524121589
863	0.000452411319
864	0.0004524093031
865	0.0004524097364
866	0.0004524090556
867	0.0004524080123
868	0.0004524089883
869	0.0004524089883
870	0.0004524090855
871	0.0004524098459
872	0.0004524076267
873	0.0004524076267
874	0.0004524076267
875	0.0004524064419
876	0.0004524075383
877	0.0004524090855
878	0.0004524090855
879	0.0004524090855
880	0.0004524090855
881	0.0004524076002
882	0.0004524076002
883	0.0004524076002
884	0.0004524095364
885	0.0004524069989
886	0.0004524067691
887	0.0004524067691
888	0.0004524067691
889	0.0004524067691
890	0.0004524067691
891	0.0004524067691
892	0.000452405655
893	0.0004524069194
894	0.0004524069194
895	0.0004524055931
896	0.0004524055931
897	0.0004524055931
898	0.0004524055931
899	0.0004524055931
900	0.0004524051511
901	0.0004524024721
902	0.0004524032678
903	0.0004524032678
904	0.0004524032678
905	0.0004524032678
906	0.0004524032678
907	0.0004524032678
908	0.0004524032678
909	0.000452405487
910	0.000452405487
911	0.0004524033916
912	0.0004524032148
913	0.000452403038
914	0.000452403038
915	0.000452403038
916	0.000452403038
917	0.000452403038
918	0.0004524044349
919	0.0004524038072
920	0.000452401031
921	0.000452401031
922	0.000452401031
923	0.0004524034005
924	0.0004524034005
925	0.0004524000053
926	0.000452400863
927	0.000452400863
928	0.000452400695
929	0.0004524016675
930	0.0004524016675
931	0.0004524016675
932	0.0004524016675
933	0.0004524016675
934	0.0004523994749
935	0.0004523994749
936	0.0004524014111
937	0.0004524014111
938	0.0004524014111
939	0.0004524016057
940	0.0004524007215
941	0.0004524051245
942	0.0004524043995
943	0.0004524012874
944	0.0004524005712
945	0.0004524005712
946	0.0004524017294
947	0.0004524014377
948	0.0004524008364
949	0.0004523978657
950	0.0004523978657
951	0.0004524001026
952	0.0004524010575
953	0.0004524010575
954	0.0004523973971
955	0.0004524002264
956	0.0004523979983
957	0.0004523951956
958	0.0004523958322
959	0.0004523958322
960	0.0004523968136
961	0.0004523972026
962	0.0004523976358
963	0.0004523976358
964	0.0004523976358
965	0.000452400138
966	0.0004523966633
967	0.0004523966633
968	0.0004523966633
969	0.0004523999258
970	0.0004523928438
971	0.0004523957526
972	0.0004523957526
973	0.0004523957526
974	0.0004523957791
975	0.0004523957791
976	0.0004523957791
977	0.0004523966102
978	0.0004523947093
979	0.0004523947093
980	0.0004523947093
981	0.0004523947093
982	0.0004523947093
983	0.0004523935688
984	0.000452394674
985	0.000452394674
986	0.0004523957172
987	0.0004523957172
988	0.0004523948596
989	0.0004523950895
990	0.0004523950895
991	0.0004523962212
992	0.0004523954697
993	0.0004523972291
994	0.0004523936749
995	0.0004523949834
996	0.0004523949834
997	0.0004523936375
998	0.0004523953527
999	0.0004523968204
