Datetime,AHU: Supply Air Temperature,AHU: Supply Air Temperature Heating Set Point,AHU: Supply Air Temperature Cooling Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Status,AHU: Supply Air Fan Speed Control Signal,AHU: Outdoor Air Damper Control Signal  ,AHU: Return Air Damper Control Signal,AHU: Exhaust Air Damper Control Signal    ,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,Occupancy Mode Indicator,Fault Detection Ground Truth
9/11/2017 0:53,71.98,,,78.06,77.6,75.83,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 0:54,71.65,,,78.04,77.6,75.82,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 0:55,71.49,,,78.02,77.61,75.81,1,0.1,0,1,-0.04,0,0.28,0,1
9/11/2017 0:56,71.58,,,78,77.59,75.81,1,0.1,0,1,-0.04,0,0.28,0,1
9/11/2017 0:57,71.9,,,77.99,77.58,75.8,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 0:58,72.35,,,77.98,77.57,75.8,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 0:59,72.9,,,77.97,77.59,75.78,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 1:00,73.34,,,77.95,77.57,75.79,1,0.1,0,1,-0.04,0,0.18,0,1
9/11/2017 1:01,73.53,,,77.93,77.57,75.79,1,0.1,0,1,-0.04,0,0.17,0,1
9/11/2017 1:02,73.43,,,77.92,77.55,75.79,1,0.1,0,1,-0.04,0,0.17,0,1
9/11/2017 1:03,73.2,,,77.91,77.56,75.79,1,0.1,0,1,-0.04,0,0.17,0,1
9/11/2017 1:04,72.84,,,77.9,77.55,75.76,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 1:05,72.46,,,77.9,77.56,75.77,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 1:06,72.05,,,77.89,77.55,75.75,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 1:07,71.73,,,77.88,77.57,75.74,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 1:08,71.56,,,77.85,77.55,75.74,1,0.1,0,1,-0.04,0,0.27,0,1
9/11/2017 1:09,71.58,,,77.84,77.55,75.74,1,0.1,0,1,-0.04,0,0.27,0,1
9/11/2017 1:10,71.85,,,77.82,77.55,75.73,1,0.1,0,1,-0.04,0,0.27,0,1
9/11/2017 1:11,72.32,,,77.8,77.55,75.74,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 1:12,72.89,,,77.77,77.56,75.74,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 1:13,73.38,,,77.76,77.56,75.75,1,0.1,0,1,-0.04,0,0.18,0,1
9/11/2017 1:14,73.58,,,77.73,77.56,75.74,1,0.1,0,1,-0.04,0,0.16,0,1
9/11/2017 1:15,73.53,,,77.69,77.56,75.73,1,0.1,0,1,-0.04,0,0.16,0,1
9/11/2017 1:16,73.3,,,77.67,77.55,75.73,1,0.1,0,1,-0.04,0,0.17,0,1
9/11/2017 1:17,72.98,,,77.65,77.55,75.72,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 1:18,72.61,,,77.61,77.54,75.72,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 1:19,72.25,,,77.58,77.55,75.73,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 1:20,71.89,,,77.55,77.55,75.72,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 1:21,71.66,,,77.52,77.55,75.71,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 1:22,71.59,,,77.49,77.55,75.72,1,0.1,0,1,-0.04,0,0.27,0,1
9/11/2017 1:23,71.68,,,77.47,77.55,75.72,1,0.1,0,1,-0.04,0,0.27,0,1
9/11/2017 1:24,71.96,,,77.45,77.55,75.71,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 1:25,72.38,,,77.43,77.55,75.72,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 1:26,72.86,,,77.42,77.54,75.72,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 1:27,73.23,,,77.42,77.53,75.71,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 1:28,73.39,,,77.4,77.54,75.72,1,0.1,0,1,-0.04,0,0.17,0,1
9/11/2017 1:29,73.32,,,77.4,77.56,75.71,1,0.1,0,1,-0.04,0,0.17,0,1
9/11/2017 1:30,73.11,,,77.41,77.56,75.7,1,0.1,0,1,-0.04,0,0.18,0,1
9/11/2017 1:31,72.83,,,77.42,77.55,75.7,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 1:32,72.52,,,77.42,77.55,75.69,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 1:33,72.18,,,77.42,77.56,75.7,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 1:34,71.9,,,77.44,77.57,75.71,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 1:35,71.74,,,77.46,77.57,75.69,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 1:36,71.66,,,77.46,77.57,75.69,1,0.1,0,1,-0.04,0,0.27,0,1
9/11/2017 1:37,71.73,,,77.46,77.55,75.69,1,0.1,0,1,-0.04,0,0.27,0,1
9/11/2017 1:38,71.93,,,77.47,77.55,75.69,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 1:39,72.26,,,77.48,77.57,75.69,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 1:40,72.63,,,77.49,77.56,75.68,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 1:41,73.02,,,77.5,77.53,75.69,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 1:42,73.27,,,77.51,77.52,75.68,1,0.1,0,1,-0.04,0,0.18,0,1
9/11/2017 1:43,73.32,,,77.52,77.5,75.67,1,0.1,0,1,-0.04,0,0.18,0,1
9/11/2017 1:44,73.22,,,77.54,77.53,75.66,1,0.1,0,1,-0.04,0,0.18,0,1
9/11/2017 1:45,73,,,77.54,77.55,75.67,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 1:46,72.74,,,77.55,77.57,75.67,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 1:47,72.45,,,77.53,77.57,75.66,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 1:48,72.17,,,77.53,77.57,75.67,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 1:49,71.92,,,77.54,77.59,75.67,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 1:50,71.76,,,77.55,77.58,75.67,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 1:51,71.71,,,77.55,77.57,75.66,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 1:52,71.8,,,77.55,77.57,75.66,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 1:53,71.96,,,77.55,77.56,75.66,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 1:54,72.15,,,77.57,77.55,75.69,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 1:55,72.37,,,77.59,77.57,75.68,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 1:56,72.59,,,77.6,77.57,75.68,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 1:57,72.8,,,77.65,77.59,75.67,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 1:58,72.97,,,77.66,77.59,75.68,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 1:59,73.04,,,77.68,77.6,75.67,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 2:00,73,,,77.72,77.59,75.65,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 2:01,72.9,,,77.76,77.61,75.67,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:02,72.75,,,77.78,77.6,75.65,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:03,72.58,,,77.81,77.62,75.65,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 2:04,72.41,,,77.86,77.6,75.65,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 2:05,72.22,,,77.88,77.59,75.65,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 2:06,72.06,,,77.9,77.59,75.65,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 2:07,71.96,,,77.91,77.6,75.65,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:08,71.89,,,77.93,77.6,75.65,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 2:09,71.92,,,77.93,77.59,75.66,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 2:10,72.02,,,77.94,77.59,75.67,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:11,72.19,,,77.94,77.59,75.66,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:12,72.4,,,77.93,77.61,75.68,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 2:13,72.59,,,77.92,77.62,75.66,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 2:14,72.8,,,77.9,77.61,75.65,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 2:15,72.97,,,77.88,77.6,75.67,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:16,73.08,,,77.86,77.6,75.66,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 2:17,73.09,,,77.83,77.62,75.66,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 2:18,73,,,77.79,77.61,75.67,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 2:19,72.84,,,77.77,77.64,75.66,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:20,72.67,,,77.72,77.64,75.65,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 2:21,72.47,,,77.68,77.64,75.65,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 2:22,72.28,,,77.65,77.64,75.65,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 2:23,72.1,,,77.58,77.63,75.65,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 2:24,71.97,,,77.5,77.65,75.65,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:25,71.9,,,77.42,77.65,75.65,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:26,71.91,,,77.32,77.64,75.66,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 2:27,71.98,,,77.2,77.65,75.67,1,0.1,0,1,-0.04,0,0.26,0,1
9/11/2017 2:28,72.09,,,77.09,77.65,75.67,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:29,72.22,,,76.96,77.67,75.66,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 2:30,72.36,,,76.82,77.68,75.65,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 2:31,72.51,,,76.67,77.67,75.65,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 2:32,72.64,,,76.5,77.67,75.64,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 2:33,72.77,,,76.26,77.68,75.65,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 2:34,72.89,,,76.03,77.66,75.65,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 2:35,72.97,,,75.8,77.66,75.63,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:36,73.02,,,75.5,77.66,75.62,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:37,72.99,,,75.2,77.65,75.62,1,0.1,0,1,-0.04,0,0.19,0,1
9/11/2017 2:38,72.91,,,74.91,77.65,75.62,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:39,72.8,,,74.58,77.66,75.61,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:40,72.66,,,74.28,77.65,75.61,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 2:41,72.53,,,73.98,77.65,75.6,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 2:42,72.4,,,73.7,77.67,75.59,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 2:43,72.27,,,73.4,77.67,75.59,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 2:44,72.15,,,73.13,77.66,75.58,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 2:45,72.06,,,72.91,77.66,75.58,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:46,72.01,,,72.67,77.65,75.57,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:47,72.05,,,72.42,77.65,75.56,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:48,72.11,,,72.18,77.64,75.56,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 2:49,72.21,,,71.96,77.63,75.55,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 2:50,72.32,,,71.75,77.61,75.53,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 2:51,72.45,,,71.57,77.61,75.53,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 2:52,72.57,,,71.39,77.62,75.52,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 2:53,72.68,,,71.2,77.61,75.51,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 2:54,72.78,,,71.04,77.6,75.51,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 2:55,72.89,,,70.89,77.61,75.49,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 2:56,72.95,,,70.76,77.59,75.48,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:57,72.99,,,70.61,77.59,75.47,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:58,72.98,,,70.5,77.58,75.46,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 2:59,72.91,,,70.39,77.57,75.44,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:00,72.82,,,70.29,77.57,75.44,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:01,72.69,,,70.21,77.57,75.44,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:02,72.58,,,70.14,77.57,75.42,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:03,72.47,,,70.05,77.56,75.42,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:04,72.35,,,69.98,77.55,75.41,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:05,72.24,,,69.93,77.55,75.41,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:06,72.14,,,69.91,77.54,75.39,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:07,72.07,,,69.88,77.54,75.38,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 3:08,72.05,,,69.85,77.51,75.38,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 3:09,72.08,,,69.85,77.52,75.38,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 3:10,72.14,,,69.86,77.53,75.38,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:11,72.23,,,69.84,77.53,75.36,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:12,72.32,,,69.83,77.52,75.37,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:13,72.42,,,69.82,77.52,75.36,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:14,72.53,,,69.82,77.52,75.36,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:15,72.62,,,69.82,77.53,75.35,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:16,72.71,,,69.82,77.52,75.34,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:17,72.8,,,69.81,77.52,75.33,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:18,72.87,,,69.81,77.51,75.34,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:19,72.93,,,69.82,77.5,75.33,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:20,72.97,,,69.82,77.5,75.32,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:21,72.97,,,69.85,77.52,75.32,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:22,72.93,,,69.87,77.51,75.32,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:23,72.85,,,69.89,77.52,75.31,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:24,72.77,,,69.92,77.5,75.3,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:25,72.67,,,69.96,77.49,75.3,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:26,72.57,,,69.98,77.49,75.3,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:27,72.46,,,70.04,77.49,75.29,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:28,72.36,,,70.06,77.47,75.28,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:29,72.28,,,70.11,77.47,75.26,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:30,72.2,,,70.15,77.46,75.26,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:31,72.14,,,70.18,77.47,75.27,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:32,72.09,,,70.2,77.47,75.25,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:33,72.08,,,70.26,77.48,75.26,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 3:34,72.1,,,70.31,77.47,75.26,1,0.1,0,1,-0.04,0,0.25,0,1
9/11/2017 3:35,72.13,,,70.37,77.48,75.25,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:36,72.18,,,70.4,77.48,75.26,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:37,72.22,,,70.43,77.46,75.25,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:38,72.27,,,70.51,77.48,75.26,1,0.1,0,1,-0.04,0,0.24,0,1
9/11/2017 3:39,72.32,,,70.58,77.49,75.25,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:40,72.36,,,70.66,77.47,75.26,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:41,72.4,,,70.72,77.47,75.25,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:42,72.45,,,70.8,77.47,75.26,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:43,72.48,,,70.78,77.48,75.25,1,0.1,0,1,-0.04,0,0.23,0,1
9/11/2017 3:44,72.51,,,70.83,77.49,75.25,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:45,72.54,,,70.9,77.47,75.24,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:46,72.57,,,70.95,77.47,75.23,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:47,72.6,,,70.96,77.47,75.23,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:48,72.63,,,70.97,77.46,75.22,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:49,72.65,,,70.97,77.45,75.21,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:50,72.67,,,70.96,77.46,75.21,1,0.1,0,1,-0.04,0,0.22,0,1
9/11/2017 3:51,72.7,,,70.96,77.47,75.21,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:52,72.71,,,70.93,77.45,75.21,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:53,72.73,,,70.91,77.45,75.21,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:54,72.76,,,70.89,77.46,75.2,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:55,72.79,,,70.88,77.45,75.21,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:56,72.79,,,70.86,77.44,75.2,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 3:57,72.81,,,70.84,77.45,75.19,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:58,72.83,,,70.81,77.46,75.19,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 3:59,72.84,,,70.79,77.45,75.19,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 4:00,72.85,,,70.75,77.44,75.19,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 4:01,72.83,,,70.68,77.44,75.18,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 4:02,72.81,,,70.67,77.45,75.18,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 4:03,72.79,,,70.7,77.46,75.19,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 4:04,72.76,,,70.69,77.44,75.2,1,0.1,0,1,-0.04,0,0.2,0,1
9/11/2017 4:05,72.74,,,70.68,77.46,75.2,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 4:06,72.7,,,70.63,77.46,75.19,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 4:07,72.67,,,70.65,77.46,75.2,1,0.1,0,1,-0.04,0,0.21,0,1
9/11/2017 4:08,72.65,,,70.67,77.47,75.2,1,0.1,0,1,-0.04,0,0.21,0,1
