Datetime,AHU: Supply Air Temperature,AHU: Supply Air Temperature Heating Set Point,AHU: Supply Air Temperature Cooling Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Status,AHU: Supply Air Fan Speed Control Signal,AHU: Outdoor Air Damper Control Signal  ,AHU: Return Air Damper Control Signal,AHU: Exhaust Air Damper Control Signal    ,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,Occupancy Mode Indicator,Fault Detection Ground Truth
3/11/2017 0:25,72.86,50,86,62.26,71.99,72.23,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:26,72.87,50,86,62.26,71.98,72.24,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:27,72.85,50,86,62.26,71.98,72.21,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:28,72.85,50,86,62.26,71.96,72.2,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:29,72.83,50,86,62.26,71.96,72.19,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:30,72.82,50,86,61.02,71.94,72.2,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:31,72.82,50,86,61.02,71.93,72.18,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:32,72.8,50,86,61.02,71.93,72.19,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:33,72.82,50,86,61.02,71.93,72.18,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:34,72.8,50,86,61.02,71.92,72.17,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:35,72.8,50,86,61.02,71.91,72.16,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:36,72.78,50,86,61.02,71.91,72.16,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:37,72.78,50,86,61.02,71.9,72.15,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:38,72.78,50,86,61.02,71.89,72.15,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:39,72.78,50,86,61.02,71.88,72.13,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:40,72.76,50,86,61.02,71.88,72.13,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:41,72.75,50,86,61.02,71.87,72.12,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:42,72.75,50,86,61.02,71.87,72.11,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:43,72.75,50,86,61.02,71.86,72.11,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:44,72.73,50,86,61.02,71.85,72.09,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:45,72.72,50,86,59.97,71.85,72.09,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:46,72.72,50,86,59.97,71.84,72.08,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:47,72.71,50,86,59.97,71.83,72.09,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:48,72.7,50,86,59.97,71.82,72.06,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:49,72.69,50,86,59.97,71.83,72.07,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:50,72.7,50,86,59.97,71.81,72.06,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:51,72.69,50,86,59.97,71.81,72.06,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:52,72.68,50,86,59.97,71.8,72.05,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:53,72.67,50,86,59.97,71.81,72.04,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:54,72.67,50,86,59.97,71.79,72.04,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:55,72.67,50,86,59.97,71.79,72.02,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:56,72.66,50,86,59.97,71.78,72.02,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:57,72.65,50,86,59.97,71.78,72.02,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:58,72.64,50,86,59.97,71.77,72.03,1,0.5,0,1,0,0,0,0,1
3/11/2017 0:59,72.65,50,86,59.97,71.77,72.03,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:00,72.63,50,86,60.77,71.77,72.01,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:01,72.63,50,86,60.77,71.76,72.01,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:02,72.63,50,86,60.77,71.77,72.01,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:03,72.62,50,86,60.77,71.76,72.01,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:04,72.62,50,86,60.77,71.75,71.99,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:05,72.61,50,86,60.77,71.75,72,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:06,72.63,50,86,60.77,71.75,72,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:07,72.61,50,86,60.77,71.74,72,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:08,72.61,50,86,60.77,71.73,71.99,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:09,72.61,50,86,60.77,71.74,71.99,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:10,72.6,50,86,60.77,71.75,71.98,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:11,72.6,50,86,60.77,71.72,71.97,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:12,72.59,50,86,60.77,71.73,71.97,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:13,72.61,50,86,60.77,71.71,71.96,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:14,72.59,50,86,60.77,71.72,71.96,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:15,72.59,50,86,60.67,71.72,71.96,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:16,72.58,50,86,60.67,71.7,71.96,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:17,72.58,50,86,60.67,71.71,71.96,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:18,72.57,50,86,60.67,71.7,71.94,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:19,72.56,50,86,60.67,71.7,71.95,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:20,72.55,50,86,60.67,71.7,71.95,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:21,72.56,50,86,60.67,71.69,71.94,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:22,72.56,50,86,60.67,71.7,71.93,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:23,72.55,50,86,60.67,71.69,71.93,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:24,72.55,50,86,60.67,71.69,71.93,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:25,72.55,50,86,60.67,71.68,71.92,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:26,72.55,50,86,60.67,71.68,71.93,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:27,72.55,50,86,60.67,71.68,71.93,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:28,72.54,50,86,60.67,71.69,71.93,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:29,72.54,50,86,60.67,71.68,71.93,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:30,72.55,50,86,60.31,71.67,71.91,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:31,72.54,50,86,60.31,71.66,71.92,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:32,72.52,50,86,60.31,71.68,71.93,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:33,72.53,50,86,60.31,71.67,71.91,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:34,72.53,50,86,60.31,71.67,71.91,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:35,72.52,50,86,60.31,71.67,71.91,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:36,72.52,50,86,60.31,71.66,71.91,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:37,72.53,50,86,60.31,71.66,71.89,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:38,72.52,50,86,60.31,71.66,71.9,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:39,72.51,50,86,60.31,71.66,71.9,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:40,72.51,50,86,60.31,71.65,71.89,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:41,72.51,50,86,60.31,71.64,71.89,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:42,72.51,50,86,60.31,71.64,71.88,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:43,72.51,50,86,60.31,71.63,71.88,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:44,72.5,50,86,60.31,71.63,71.88,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:45,72.5,50,86,59.52,71.62,71.86,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:46,72.49,50,86,59.52,71.62,71.85,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:47,72.49,50,86,59.52,71.6,71.87,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:48,72.48,50,86,59.52,71.61,71.85,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:49,72.47,50,86,59.52,71.61,71.84,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:50,72.46,50,86,59.52,71.6,71.85,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:51,72.46,50,86,59.52,71.6,71.85,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:52,72.46,50,86,59.52,71.59,71.84,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:53,72.45,50,86,59.52,71.6,71.84,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:54,72.46,50,86,59.52,71.57,71.83,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:55,72.45,50,86,59.52,71.57,71.82,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:56,72.44,50,86,59.52,71.58,71.82,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:57,72.45,50,86,59.52,71.56,71.81,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:58,72.44,50,86,59.52,71.57,71.81,1,0.5,0,1,0,0,0,0,1
3/11/2017 1:59,72.43,50,86,59.52,71.56,71.8,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:00,72.43,50,86,59.71,71.57,71.78,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:01,72.43,50,86,59.71,71.56,71.8,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:02,72.41,50,86,59.71,71.55,71.79,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:03,72.43,50,86,59.71,71.54,71.79,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:04,72.42,50,86,59.71,71.54,71.78,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:05,72.42,50,86,59.71,71.53,71.78,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:06,72.4,50,86,59.71,71.53,71.78,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:07,72.4,50,86,59.71,71.53,71.77,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:08,72.39,50,86,59.71,71.52,71.77,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:09,72.4,50,86,59.71,71.52,71.76,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:10,72.4,50,86,59.71,71.52,71.76,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:11,72.4,50,86,59.71,71.53,71.76,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:12,72.39,50,86,59.71,71.51,71.76,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:13,72.39,50,86,59.71,71.5,71.75,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:14,72.37,50,86,59.71,71.5,71.77,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:15,72.38,50,86,58.84,71.51,71.75,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:16,72.36,50,86,58.84,71.5,71.75,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:17,72.36,50,86,58.84,71.49,71.75,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:18,72.36,50,86,58.84,71.5,71.74,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:19,72.36,50,86,58.84,71.47,71.74,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:20,72.35,50,86,58.84,71.48,71.73,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:21,72.35,50,86,58.84,71.47,71.71,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:22,72.36,50,86,58.84,71.47,71.73,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:23,72.34,50,86,58.84,71.47,71.71,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:24,72.34,50,86,58.84,71.47,71.72,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:25,72.34,50,86,58.84,71.46,71.71,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:26,72.34,50,86,58.84,71.45,71.7,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:27,72.33,50,86,58.84,71.45,71.7,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:28,72.32,50,86,58.84,71.46,71.68,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:29,72.31,50,86,58.84,71.45,71.69,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:30,72.31,50,86,59.26,71.45,71.7,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:31,72.32,50,86,59.26,71.43,71.69,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:32,72.31,50,86,59.26,71.46,71.67,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:33,72.31,50,86,59.26,71.45,71.68,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:34,72.31,50,86,59.26,71.43,71.67,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:35,72.3,50,86,59.26,71.44,71.67,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:36,72.29,50,86,59.26,71.43,71.68,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:37,72.29,50,86,59.26,71.42,71.67,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:38,72.29,50,86,59.26,71.42,71.66,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:39,72.29,50,86,59.26,71.42,71.66,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:40,72.28,50,86,59.26,71.42,71.66,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:41,72.28,50,86,59.26,71.43,71.66,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:42,72.27,50,86,59.26,71.4,71.65,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:43,72.28,50,86,59.26,71.4,71.65,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:44,72.27,50,86,59.26,71.4,71.66,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:45,72.26,50,86,59.46,71.39,71.65,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:46,72.26,50,86,59.46,71.4,71.65,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:47,72.27,50,86,59.46,71.39,71.65,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:48,72.27,50,86,59.46,71.39,71.64,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:49,72.26,50,86,59.46,71.37,71.64,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:50,72.26,50,86,59.46,71.38,71.62,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:51,72.25,50,86,59.46,71.38,71.62,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:52,72.25,50,86,59.46,71.38,71.63,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:53,72.24,50,86,59.46,71.38,71.62,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:54,72.24,50,86,59.46,71.37,71.62,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:55,72.23,50,86,59.46,71.37,71.61,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:56,72.23,50,86,59.46,71.36,71.62,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:57,72.24,50,86,59.46,71.37,71.61,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:58,72.24,50,86,59.46,71.36,71.61,1,0.5,0,1,0,0,0,0,1
3/11/2017 2:59,72.23,50,86,59.46,71.36,71.6,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:00,72.23,50,86,58.86,71.36,71.6,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:01,72.23,50,86,58.86,71.35,71.6,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:02,72.22,50,86,58.86,71.35,71.6,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:03,72.21,50,86,58.86,71.35,71.59,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:04,72.21,50,86,58.86,71.35,71.58,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:05,72.2,50,86,58.86,71.34,71.58,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:06,72.21,50,86,58.86,71.35,71.58,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:07,72.2,50,86,58.86,71.33,71.59,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:08,72.21,50,86,58.86,71.33,71.57,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:09,72.21,50,86,58.86,71.32,71.56,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:10,72.2,50,86,58.86,71.32,71.58,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:11,72.18,50,86,58.86,71.34,71.57,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:12,72.2,50,86,58.86,71.33,71.58,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:13,72.19,50,86,58.86,71.33,71.58,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:14,72.18,50,86,58.86,71.33,71.58,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:15,72.19,50,86,58.82,71.33,71.57,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:16,72.2,50,86,58.82,71.34,71.58,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:17,72.18,50,86,58.82,71.33,71.56,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:18,72.18,50,86,58.82,71.33,71.56,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:19,72.18,50,86,58.82,71.34,71.57,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:20,72.18,50,86,58.82,71.32,71.56,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:21,72.17,50,86,58.82,71.32,71.58,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:22,72.18,50,86,58.82,71.32,71.56,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:23,72.17,50,86,58.82,71.31,71.57,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:24,72.17,50,86,58.82,71.33,71.57,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:25,72.18,50,86,58.82,71.31,71.56,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:26,72.18,50,86,58.82,71.31,71.55,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:27,72.18,50,86,58.82,71.29,71.55,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:28,72.18,50,86,58.82,71.3,71.54,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:29,72.18,50,86,58.82,71.29,71.53,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:30,72.17,50,86,58.99,71.3,71.54,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:31,72.17,50,86,58.99,71.3,71.53,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:32,72.16,50,86,58.99,71.29,71.53,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:33,72.16,50,86,58.99,71.29,71.55,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:34,72.16,50,86,58.99,71.3,71.54,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:35,72.15,50,86,58.99,71.3,71.53,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:36,72.15,50,86,58.99,71.28,71.53,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:37,72.14,50,86,58.99,71.28,71.54,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:38,72.14,50,86,58.99,71.28,71.52,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:39,72.15,50,86,58.99,71.27,71.52,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:40,72.14,50,86,58.99,71.27,71.5,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:41,72.14,50,86,58.99,71.27,71.51,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:42,72.13,50,86,58.99,71.26,71.51,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:43,72.13,50,86,58.99,71.26,71.5,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:44,72.13,50,86,58.99,71.25,71.5,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:45,72.13,50,86,58.9,71.26,71.5,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:46,72.14,50,86,58.9,71.25,71.5,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:47,72.12,50,86,58.9,71.26,71.49,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:48,72.12,50,86,58.9,71.24,71.49,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:49,72.12,50,86,58.9,71.25,71.49,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:50,72.11,50,86,58.9,71.24,71.49,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:51,72.11,50,86,58.9,71.24,71.49,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:52,72.1,50,86,58.9,71.23,71.48,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:53,72.11,50,86,58.9,71.24,71.49,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:54,72.1,50,86,58.9,71.23,71.48,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:55,72.09,50,86,58.9,71.24,71.48,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:56,72.09,50,86,58.9,71.22,71.47,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:57,72.09,50,86,58.9,71.23,71.47,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:58,72.09,50,86,58.9,71.22,71.46,1,0.5,0,1,0,0,0,0,1
3/11/2017 3:59,72.08,50,86,58.9,71.22,71.47,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:00,72.08,50,86,58.59,71.23,71.48,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:01,72.08,50,86,58.59,71.22,71.47,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:02,72.08,50,86,58.59,71.21,71.46,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:03,72.08,50,86,58.59,71.22,71.47,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:04,72.07,50,86,58.59,71.21,71.45,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:05,72.08,50,86,58.59,71.2,71.45,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:06,72.07,50,86,58.59,71.2,71.44,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:07,72.06,50,86,58.59,71.19,71.45,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:08,72.07,50,86,58.59,71.19,71.43,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:09,72.07,50,86,58.59,71.19,71.42,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:10,72.05,50,86,58.59,71.18,71.44,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:11,72.05,50,86,58.59,71.19,71.41,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:12,72.05,50,86,58.59,71.17,71.42,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:13,72.04,50,86,58.59,71.18,71.42,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:14,72.04,50,86,58.59,71.16,71.41,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:15,72.04,50,86,58.23,71.16,71.41,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:16,72.03,50,86,58.23,71.17,71.41,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:17,72.03,50,86,58.23,71.17,71.42,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:18,72.02,50,86,58.23,71.16,71.41,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:19,72.02,50,86,58.23,71.15,71.41,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:20,72.02,50,86,58.23,71.16,71.4,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:21,72.02,50,86,58.23,71.15,71.41,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:22,72.02,50,86,58.23,71.15,71.4,1,0.5,0,1,0,0,0,0,1
3/11/2017 4:23,72.01,50,86,58.23,71.15,71.39,1,0.5,0,1,0,0,0,0,1
